	x		sin(x*x)		 sin'an(x)		sin'sk(x)
    3.71	    0.93	    2.70	    0.36
    3.72	    0.96	    2.19	    0.29
    3.73	    0.97	    1.66	    0.22
    3.74	    0.99	    1.11	    0.14
    3.75	    1.00	    0.56	    0.07
    3.76	    1.00	   -0.00	   -0.01
    3.77	    1.00	   -0.57	   -0.08
    3.78	    0.99	   -1.14	   -0.16
    3.79	    0.97	   -1.71	   -0.23
    3.80	    0.95	   -2.27	   -0.30
    3.81	    0.93	   -2.82	   -0.37
    3.82	    0.90	   -3.36	   -0.44
    3.83	    0.86	   -3.88	   -0.51
    3.84	    0.82	   -4.39	   -0.58
    3.85	    0.77	   -4.87	   -0.64
    3.86	    0.72	   -5.33	   -0.69
    3.87	    0.67	   -5.76	   -0.75
    3.88	    0.61	   -6.16	   -0.80
    3.89	    0.54	   -6.53	   -0.84
    3.90	    0.48	   -6.85	   -0.88
    3.91	    0.41	   -7.14	   -0.92
    3.92	    0.33	   -7.39	   -0.94
    3.93	    0.26	   -7.59	   -0.97
    3.94	    0.18	   -7.75	   -0.98
    3.95	    0.11	   -7.86	   -0.99
    3.96	    0.03	   -7.92	   -1.00
    3.97	   -0.05	   -7.93	   -1.00
    3.98	   -0.13	   -7.89	   -0.99
    3.99	   -0.21	   -7.80	   -0.98
    4.00	   -0.29	   -7.66	   -0.96
    4.01	   -0.36	   -7.47	   -0.93
    4.02	   -0.44	   -7.23	   -0.90
    4.03	   -0.51	   -6.94	   -0.86
    4.04	   -0.58	   -6.61	   -0.81
    4.05	   -0.64	   -6.22	   -0.77
    4.06	   -0.70	   -5.80	   -0.71
    4.07	   -0.76	   -5.33	   -0.65
    4.08	   -0.81	   -4.82	   -0.59
    4.09	   -0.85	   -4.28	   -0.52
    4.10	   -0.89	   -3.70	   -0.45
    4.11	   -0.93	   -3.10	   -0.37
    4.12	   -0.95	   -2.47	   -0.29
    4.13	   -0.98	   -1.82	   -0.22
    4.14	   -0.99	   -1.15	   -0.13
    4.15	   -1.00	   -0.47	   -0.05
    4.16	   -1.00	    0.22	    0.03
    4.17	   -0.99	    0.92	    0.11
    4.18	   -0.98	    1.61	    0.20
    4.19	   -0.96	    2.29	    0.28
    4.20	   -0.94	    2.97	    0.36
    4.21	   -0.90	    3.63	    0.44
    4.22	   -0.86	    4.26	    0.51
    4.23	   -0.82	    4.88	    0.58
    4.24	   -0.77	    5.46	    0.65
    4.25	   -0.71	    6.00	    0.71
    4.26	   -0.65	    6.51	    0.77
    4.27	   -0.58	    6.97	    0.82
    4.28	   -0.51	    7.38	    0.86
    4.29	   -0.43	    7.74	    0.90
    4.30	   -0.35	    8.05	    0.94
    4.31	   -0.27	    8.30	    0.96
    4.32	   -0.19	    8.49	    0.98
    4.33	   -0.10	    8.62	    1.00
    4.34	   -0.01	    8.68	    1.00
    4.35	    0.07	    8.68	    1.00
    4.36	    0.16	    8.61	    0.99
    4.37	    0.24	    8.47	    0.97
    4.38	    0.33	    8.27	    0.94
    4.39	    0.41	    8.01	    0.91
    4.40	    0.49	    7.68	    0.87
    4.41	    0.56	    7.29	    0.82
    4.42	    0.63	    6.84	    0.77
    4.43	    0.70	    6.33	    0.71
    4.44	    0.76	    5.77	    0.65
    4.45	    0.82	    5.16	    0.58
    4.46	    0.86	    4.50	    0.50
    4.47	    0.91	    3.80	    0.42
    4.48	    0.94	    3.07	    0.34
    4.49	    0.97	    2.31	    0.25
    4.50	    0.99	    1.53	    0.16
    4.51	    1.00	    0.72	    0.08
    4.52	    1.00	   -0.09	   -0.02
    4.53	    0.99	   -0.91	   -0.11
    4.54	    0.98	   -1.73	   -0.20
    4.55	    0.96	   -2.53	   -0.28
    4.56	    0.93	   -3.33	   -0.37
    4.57	    0.89	   -4.10	   -0.45
    4.58	    0.85	   -4.84	   -0.53
    4.59	    0.80	   -5.54	   -0.61
    4.60	    0.74	   -6.20	   -0.68
    4.61	    0.67	   -6.82	   -0.74
    4.62	    0.60	   -7.37	   -0.80
    4.63	    0.53	   -7.87	   -0.85
    4.64	    0.45	   -8.31	   -0.90
    4.65	    0.36	   -8.68	   -0.93
    4.66	    0.27	   -8.97	   -0.96
    4.67	    0.18	   -9.19	   -0.98
    4.68	    0.09	   -9.32	   -1.00
    4.69	   -0.01	   -9.38	   -1.00
    4.70	   -0.10	   -9.35	   -0.99
    4.71	   -0.19	   -9.24	   -0.98
    4.72	   -0.28	   -9.05	   -0.96
    4.73	   -0.37	   -8.78	   -0.93
    4.74	   -0.46	   -8.42	   -0.89
    4.75	   -0.54	   -7.99	   -0.84
    4.76	   -0.62	   -7.48	   -0.78
    4.77	   -0.69	   -6.90	   -0.72
    4.78	   -0.76	   -6.26	   -0.65
    4.79	   -0.82	   -5.55	   -0.58
    4.80	   -0.87	   -4.79	   -0.49
    4.81	   -0.91	   -3.97	   -0.41
    4.82	   -0.95	   -3.12	   -0.32
    4.83	   -0.97	   -2.23	   -0.23
    4.84	   -0.99	   -1.31	   -0.13
    4.85	   -1.00	   -0.38	   -0.03
    4.86	   -1.00	    0.56	    0.06
    4.87	   -0.99	    1.50	    0.16
    4.88	   -0.97	    2.44	    0.25
    4.89	   -0.94	    3.36	    0.35
    4.90	   -0.90	    4.25	    0.44
    4.91	   -0.85	    5.10	    0.52
    4.92	   -0.80	    5.91	    0.60
    4.93	   -0.74	    6.67	    0.68
    4.94	   -0.67	    7.37	    0.75
    4.95	   -0.59	    8.00	    0.81
    4.96	   -0.51	    8.55	    0.86
    4.97	   -0.42	    9.03	    0.91
    4.98	   -0.33	    9.42	    0.95
    4.99	   -0.23	    9.71	    0.97
    5.00	   -0.13	    9.91	    0.99
    5.01	   -0.03	   10.01	    1.00
    5.02	    0.07	   10.02	    1.00
    5.03	    0.17	    9.92	    0.99
    5.04	    0.27	    9.72	    0.96
    5.05	    0.36	    9.42	    0.93
    5.06	    0.45	    9.02	    0.89
    5.07	    0.54	    8.52	    0.84
    5.08	    0.62	    7.94	    0.78
    5.09	    0.70	    7.27	    0.71
    5.10	    0.77	    6.52	    0.64
    5.11	    0.83	    5.70	    0.55
    5.12	    0.88	    4.81	    0.47
    5.13	    0.93	    3.87	    0.37
    5.14	    0.96	    2.88	    0.28
    5.15	    0.98	    1.85	    0.17
    5.16	    1.00	    0.80	    0.07
    5.17	    1.00	   -0.26	   -0.03
    5.18	    0.99	   -1.33	   -0.13
    5.19	    0.97	   -2.39	   -0.24
    5.20	    0.94	   -3.44	   -0.34
    5.21	    0.90	   -4.45	   -0.43
    5.22	    0.86	   -5.41	   -0.52
    5.23	    0.80	   -6.33	   -0.61
    5.24	    0.73	   -7.18	   -0.69
    5.25	    0.65	   -7.95	   -0.76
    5.26	    0.57	   -8.64	   -0.82
    5.27	    0.48	   -9.24	   -0.88
    5.28	    0.39	   -9.74	   -0.92
    5.29	    0.29	  -10.14	   -0.96
    5.30	    0.18	  -10.42	   -0.98
    5.31	    0.08	  -10.59	   -1.00
    5.32	   -0.03	  -10.64	   -1.00
    5.33	   -0.13	  -10.56	   -0.99
    5.34	   -0.24	  -10.37	   -0.97
    5.35	   -0.34	  -10.06	   -0.94
    5.36	   -0.44	   -9.63	   -0.90
    5.37	   -0.53	   -9.08	   -0.84
    5.38	   -0.62	   -8.43	   -0.78
    5.39	   -0.70	   -7.68	   -0.71
    5.40	   -0.77	   -6.83	   -0.63
    5.41	   -0.84	   -5.90	   -0.54
    5.42	   -0.89	   -4.89	   -0.45
    5.43	   -0.94	   -3.82	   -0.35
    5.44	   -0.97	   -2.70	   -0.24
    5.45	   -0.99	   -1.55	   -0.14
    5.46	   -1.00	   -0.36	   -0.03
    5.47	   -1.00	    0.83	    0.08
    5.48	   -0.98	    2.02	    0.19
    5.49	   -0.96	    3.20	    0.30
    5.50	   -0.92	    4.34	    0.40
    5.51	   -0.87	    5.43	    0.50
    5.52	   -0.81	    6.47	    0.59
    5.53	   -0.74	    7.43	    0.68
    5.54	   -0.66	    8.30	    0.75
    5.55	   -0.58	    9.08	    0.82
    5.56	   -0.48	    9.75	    0.88
    5.57	   -0.38	   10.30	    0.93
    5.58	   -0.28	   10.73	    0.96
    5.59	   -0.17	   11.02	    0.99
    5.60	   -0.06	   11.18	    1.00
    5.61	    0.06	   11.20	    1.00
    5.62	    0.17	   11.08	    0.98
    5.63	    0.28	   10.82	    0.96
    5.64	    0.38	   10.42	    0.92
    5.65	    0.49	    9.88	    0.87
    5.66	    0.58	    9.21	    0.81
    5.67	    0.67	    8.42	    0.74
    5.68	    0.75	    7.52	    0.66
    5.69	    0.82	    6.52	    0.57
    5.70	    0.88	    5.43	    0.47
    5.71	    0.93	    4.26	    0.37
    5.72	    0.96	    3.03	    0.26
    5.73	    0.99	    1.75	    0.15
    5.74	    1.00	    0.44	    0.03
    5.75	    1.00	   -0.88	   -0.08
    5.76	    0.98	   -2.19	   -0.20
    5.77	    0.95	   -3.48	   -0.31
    5.78	    0.91	   -4.74	   -0.41
    5.79	    0.86	   -5.93	   -0.52
    5.80	    0.79	   -7.05	   -0.61
    5.81	    0.72	   -8.09	   -0.70
    5.82	    0.63	   -9.02	   -0.78
    5.83	    0.54	   -9.83	   -0.85
    5.84	    0.44	  -10.51	   -0.90
    5.85	    0.33	  -11.05	   -0.95
    5.86	    0.22	  -11.44	   -0.98
    5.87	    0.10	  -11.68	   -1.00
    5.88	   -0.02	  -11.76	   -1.00
    5.89	   -0.13	  -11.67	   -0.99
    5.90	   -0.25	  -11.42	   -0.97
    5.91	   -0.36	  -11.02	   -0.93
    5.92	   -0.47	  -10.45	   -0.88
    5.93	   -0.57	   -9.74	   -0.82
    5.94	   -0.66	   -8.88	   -0.74
    5.95	   -0.75	   -7.89	   -0.66
    5.96	   -0.82	   -6.79	   -0.57
    5.97	   -0.88	   -5.59	   -0.46
    5.98	   -0.93	   -4.30	   -0.35
    5.99	   -0.97	   -2.94	   -0.24
    6.00	   -0.99	   -1.53	   -0.12
    6.01	   -1.00	   -0.09	   -0.00
    6.02	   -0.99	    1.35	    0.12
    6.03	   -0.97	    2.79	    0.24
    6.04	   -0.94	    4.19	    0.35
    6.05	   -0.89	    5.53	    0.46
    6.06	   -0.83	    6.80	    0.57
    6.07	   -0.75	    7.98	    0.66
    6.08	   -0.67	    9.04	    0.75
    6.09	   -0.57	    9.98	    0.82
    6.10	   -0.47	   10.77	    0.89
    6.11	   -0.36	   11.41	    0.94
    6.12	   -0.24	   11.88	    0.97
    6.13	   -0.12	   12.17	    0.99
    6.14	    0.00	   12.28	    1.00
    6.15	    0.12	   12.21	    0.99
    6.16	    0.24	   11.95	    0.97
    6.17	    0.36	   11.50	    0.93
    6.18	    0.47	   10.88	    0.88
    6.19	    0.58	   10.09	    0.81
    6.20	    0.68	    9.14	    0.73
    6.21	    0.76	    8.05	    0.64
    6.22	    0.84	    6.83	    0.54
    6.23	    0.90	    5.49	    0.44
    6.24	    0.95	    4.06	    0.32
    6.25	    0.98	    2.57	    0.20
    6.26	    1.00	    1.02	    0.08
    6.27	    1.00	   -0.55	   -0.05
    6.28	    0.99	   -2.11	   -0.17
